Production Line,Diameter (inches)
A,5.921017576
A,5.91380477
A,5.887746349
A,5.855119106
A,5.919769704
A,5.884310409
A,5.831463307
A,5.85345125
A,5.874767003
A,5.872326072
A,5.759379739
A,5.921790949
A,5.90512676
A,5.871478234
A,5.911026098
A,5.901751977
A,5.882339018
A,5.884007834
A,5.875778948
A,5.91512682
A,5.890809839
A,5.935153809
A,5.890835335
A,5.875715995
A,5.923910521
A,5.892355008
A,5.872165268
A,5.854992551
A,5.952762665
A,5.936417916
A,5.905976811
A,5.857147784
A,6.012899414
A,5.976274457
A,5.957153158
A,5.921147728
A,5.88672245
A,5.936036794
A,5.914426973
A,5.915396808
A,5.878489454
A,5.8996553
A,5.866697347
A,5.941468948
A,5.889189387
A,6.010548746
A,5.873229093
A,5.90840984
A,5.988033011
A,5.856826075
A,5.958855613
A,5.850586738
A,5.904530987
A,5.896027623
A,5.891466026
A,5.975111488
A,5.966879916
A,5.935936592
A,5.89589952
A,5.816597748
A,5.934867386
A,5.89863824
A,5.862179751
A,5.91189116
A,5.911087864
A,5.891797612
A,5.921892001
A,6.017300679
A,5.883473288
A,5.955785835
A,6.015736295
A,5.923625432
A,5.913497437
A,5.954297348
A,5.905061618
A,5.920870175
A,5.833705567
A,5.896537866
A,5.97186065
A,5.904514459
A,5.999545468
A,5.904782682
A,5.941652397
A,5.861436782
A,5.89142469
A,5.88235415
A,5.905181085
A,5.935098075
A,5.873489027
A,5.842345101
A,5.903031463
A,5.935488901
A,5.977415981
A,5.840655808
A,5.807834005
A,5.874430514
A,5.967143948
A,5.841992269
A,5.873057555
A,5.980032911
A,5.885853992
A,5.898564762
A,5.910260796
A,5.939040045
A,5.89263589
A,5.808224764
A,5.89422716
A,5.917994553
A,5.758039061
A,5.963165489
A,5.889602032
A,5.817077795
A,5.876891799
A,5.987161874
A,5.939508897
A,5.908024546
A,5.894699409
A,5.790208687
A,5.897645476
A,5.949905489
A,5.857106427
A,5.928581465
A,5.861132726
A,5.930118734
A,5.833646367
A,5.918610459
A,5.832119656
A,5.821686235
A,5.876242757
A,5.884714473
A,5.90554765
A,5.851573617
A,5.876169503
A,5.89678646
A,5.956900399
A,5.955686684
A,5.905440493
A,5.973761293
A,5.896175129
A,6.010596295
A,5.970403541
A,5.878096302
A,5.868621928
A,5.887729538
A,5.954478668
A,5.860195371
A,5.929648732
A,5.915087707
A,5.966364715
A,5.852026508
A,5.882836849
A,5.859897043
A,5.956843199
A,6.004520368
A,5.933929384
A,5.94458214
A,5.866490736
A,5.963495741
A,5.856409249
A,5.90104593
A,5.866958846
A,5.884809626
A,5.927841398
A,5.969095182
A,5.843727975
A,5.861103131
A,5.911622002
A,5.8968402
A,5.915842153
A,5.864518865
A,5.872052805
A,5.849009081
A,5.922532035
A,5.872267239
A,5.932768487
A,5.935265698
A,5.911186414
A,5.961171532
A,5.937313101
A,5.967093551
A,5.861687745
A,5.949581948
A,5.91637693
A,5.894637145
A,5.989326219
A,5.863599932
A,5.901299748
A,5.909610962
A,5.888922176
A,5.940692132
A,5.980432018
A,5.954534823
A,5.843231083
A,5.860360291
A,5.947937499
A,5.853706972
A,5.895328561
A,5.847146287
A,5.798380386
A,5.809998052
A,5.865424767
A,5.932720414
A,5.907471822
A,5.91398632
A,5.921028246
A,5.896296979
A,5.956607593
A,5.907082213
A,5.907950356
A,5.982065377
A,5.884173407
A,5.912760294
A,5.912742547
A,5.967741644
A,5.957878466
A,5.845030049
A,5.856691493
A,5.904446836
A,5.906102637
A,5.995242654
A,5.932943793
A,5.89966951
A,5.93280705
A,5.830640837
A,5.91906877
A,5.930738726
A,5.796004459
A,5.854337701
A,5.892441727
A,5.852020151
A,5.89587861
A,5.898425233
A,5.829188467
A,5.899948906
A,5.92502972
A,5.974627821
A,5.826042327
A,5.849313693
A,5.926274309
A,5.997903611
A,5.874322847
A,5.907192114
A,5.875143735
A,5.793053556
A,5.850489675
A,5.939801771
A,5.890111055
A,5.878872764
A,5.892064582
A,5.875861691
A,5.819562622
A,5.836267314
A,5.884663462
A,5.880255654
A,5.81919612
A,5.931533718
A,5.941682846
A,5.94568694
A,5.905489526
A,5.953805471
A,5.880284678
A,5.835979826
A,5.852784156
A,6.012197433
A,5.876038725
A,5.844419247
A,5.899016229
A,5.953371796
A,5.923886177
A,5.901837982
A,5.943127493
A,5.903072265
A,5.842482604
A,5.858756603
A,5.936251032
A,5.832269522
A,5.876113088
A,5.933850849
A,5.870354532
A,5.958123416
A,5.867234693
A,5.861695984
A,5.96714058
A,5.83090477
A,5.772940479
A,5.858074983
A,5.897252799
A,5.902141932
A,5.945210316
A,5.898364361
A,5.844549297
A,5.879837307
A,5.850707145
A,5.865449742
A,5.937698225
A,5.897587241
A,5.904511857
A,5.982884585
A,5.910663775
A,5.842050958
A,5.863700138
A,5.902837387
A,5.824610998
A,5.955225278
A,5.861284037
A,5.840086579
A,5.906720038
A,5.985590481
A,5.922341782
A,5.958174723
A,5.907500424
A,5.879803326
A,5.89430579
A,5.915522775
A,5.933029022
A,5.852444099
A,5.870195154
A,5.951842512
A,5.984604944
A,5.987561407
A,6.025777143
A,5.968472478
A,5.795199384
A,5.959055096
A,5.854090702
A,5.929862749
A,5.848639081
A,5.915853734
A,5.927117579
A,5.93479809
A,5.832264142
A,5.932504524
A,5.922699568
A,5.857730007
A,5.997631266
A,5.918871355
A,5.870759555
A,5.884913693
A,5.937248449
A,5.840840732
A,5.830679756
A,5.920499295
A,5.846408269
A,6.035215209
A,5.944082521
A,5.94761672
A,5.954632886
A,5.906733601
A,5.854780729
A,5.866475973
A,5.942715409
A,5.87003902
A,5.839142763
A,5.942548685
A,5.979638661
A,5.840310451
A,5.931296303
A,5.909756627
A,5.938076249
A,5.910352791
A,5.92684374
A,5.915386376
A,5.959482172
A,5.923765697
A,5.881753302
A,5.798270359
A,5.918919963
A,5.872979374
A,5.853681479
A,5.867004701
A,5.926022081
A,5.984048946
A,5.977321284
A,5.986538964
A,5.921136923
A,5.875601415
A,5.883988274
A,5.888026892
A,5.930077035
A,5.891943102
A,5.902331606
A,5.911562061
A,5.900437887
A,5.809717905
A,5.926817186
A,5.940772002
A,5.923717443
A,5.90313976
A,5.809981638
A,6.021001491
A,5.84650685
A,5.877207967
A,5.88149756
A,5.961727544
A,5.899729389
A,5.894817442
A,5.885879029
A,5.886420219
A,5.921611364
A,5.908256908
A,5.901583769
A,5.974480215
A,5.893430087
A,5.994432253
A,5.856192825
A,5.857121535
A,6.02392387
A,5.900484277
A,5.95007235
A,5.841452537
A,5.903534658
A,5.887908022
A,5.896061968
A,5.95042159
A,5.899354573
A,5.907020357
A,5.941163047
A,5.90836738
A,6.019970192
A,5.942729518
A,5.895266411
A,5.952696564
A,5.952741898
A,5.892961031
A,5.901527317
A,5.957976959
A,5.896593598
A,5.846820704
A,5.89866952
A,5.873130324
A,5.961893629
A,5.946857694
A,5.919668147
A,5.825752201
A,5.880197373
A,5.907721607
A,5.886661191
A,5.906101917
A,5.822654026
A,6.025127767
A,5.962028123
A,5.89070919
A,5.995625598
A,5.858426163
A,5.928892073
A,5.885338165
A,5.975930705
A,5.937566074
A,5.974781519
A,5.91343561
A,5.79600863
A,5.898439852
A,5.911414893
A,5.87588302
A,5.855376889
A,5.96555619
A,5.954337462
A,5.851392154
A,5.827190283
A,5.936247557
A,5.878176226
A,5.806077691
A,5.824606634
A,5.901377384
A,5.947374893
A,5.823266983
A,5.907967129
A,6.023214042
A,5.801724548
A,5.836244692
A,5.858616818
A,5.839611503
A,5.997633485
A,5.887072202
A,5.891673408
A,5.908649517
A,5.743714503
A,5.848988286
A,5.978060941
A,5.957284465
A,5.884027375
A,5.849062271
A,5.875045572
A,5.947523906
A,5.910070999
A,5.950118841
A,5.851556295
A,5.896719971
A,5.974104792
A,5.855519889
A,5.821178708
A,5.960032045
A,5.908591484
A,5.91543245
A,5.840148545
A,5.855817812
A,5.890080543
A,5.846229256
A,5.959779063
A,5.984816714
A,5.93761538
A,5.862912108
A,5.921761889
A,5.828032955
A,5.934548622
A,5.917747417
A,5.883585871
A,5.929380455
A,5.872026376
A,5.912092472
A,6.021784128
A,5.989855791
A,5.900651223
A,5.871989145
A,5.896126848
A,5.866396282
A,5.886995169
A,5.842797001
A,5.911522954
A,5.921340212
A,5.834800435
A,5.909444434
A,5.901805935
A,5.909173526
A,5.920028183
A,5.922570916
A,5.957687307
A,5.972525966
A,5.950221449
A,5.895707523
A,5.876684974
A,5.91684577
A,5.925160947
A,5.892792572
A,5.98574334
A,5.896470023
A,5.937459081
A,5.915259386
A,5.891491128
A,5.857771516
A,5.874644189
A,5.964857326
A,5.816747271
A,5.9113195
A,5.908706928
A,5.803315084
A,5.85124958
A,5.939937504
A,5.909110879
A,5.950633959
A,5.868791385
A,5.926318906
A,5.889648747
A,5.839712717
A,5.819614339
A,5.93162293
A,5.835839011
A,5.864123513
A,5.90703267
A,5.798833321
A,5.823143453
A,5.83698112
A,5.895990121
A,5.969344229
A,5.919720904
A,5.915166375
A,5.923570125
A,6.007824775
A,5.834732049
A,5.934169143
A,5.903425146
A,5.950748487
A,5.942089126
A,5.956042001
A,5.907547367
A,5.899261599
A,5.899136561
A,5.944261608
A,5.864237298
A,5.91240125
A,5.882244816
A,5.900709221
A,5.896942929
A,5.932579797
A,5.883566842
A,5.884055356
A,5.933626585
A,5.828259643
A,5.923458377
A,5.920403809
A,5.959911051
A,5.905210019
A,5.86152092
A,5.99542723
A,5.953834193
A,5.931385507
A,5.898503698
A,5.951116123
A,5.85237244
A,5.884935307
A,5.889255317
A,5.875627065
A,5.983668862
A,5.883048464
A,5.859450773
A,5.96828965
A,5.919912337
A,5.859629764
A,5.882637583
A,5.948019795
A,5.897755645
A,5.886544917
A,5.892768047
A,6.010988738
A,5.993072805
A,5.900806332
A,5.889898284
A,5.877989723
A,5.815706479
A,5.845839943
A,5.873163319
A,5.881196109
A,5.870036814
A,5.827488719
A,6.003333305
A,5.98285278
A,5.805026726
A,5.994881305
A,5.868739586
A,5.954846431
A,5.984907039
A,5.881057721
A,5.938961494
A,6.000885467
A,5.894596688
A,5.912590559
A,5.757469885
A,5.891236746
A,5.897806298
A,5.909967595
A,5.863092171
A,5.889731656
A,5.918827074
A,5.911473965
A,5.98072652
A,5.788756947
A,5.838618795
A,5.884418785
A,5.99759538
A,5.931085062
A,5.927542582
A,5.840292053
A,5.923375028
A,5.950652153
A,5.913166793
A,5.895439322
A,5.817186476
A,5.853919228
A,6.024637765
A,5.976484654
A,5.818606484
A,5.895322313
A,5.854656067
A,5.879286162
A,5.852658511
A,5.960303807
A,5.910801437
A,5.949467053
A,5.920613486
A,5.875185026
A,5.879366852
A,5.871185506
A,5.870868836
A,5.871327648
A,5.949506552
A,5.865251223
A,5.891918929
A,5.949939767
A,5.908973892
A,5.797148117
A,5.845682803
A,5.918861648
A,5.899575539
A,5.882987432
A,5.909530194
A,5.928310138
A,5.927323671
A,5.835604022
A,5.843793625
A,5.954155045
A,5.920435093
A,5.923669138
A,5.871768095
A,5.904155792
A,5.940446708
A,5.87141205
A,5.815095035
A,5.940223616
A,5.874732827
A,5.865942876
A,5.958436584
A,5.872244946
A,5.901033975
A,5.992814679
A,5.845171234
A,5.945269845
A,5.901520495
A,5.883746008
A,5.884825768
A,5.807512147
A,5.888598955
A,5.775883738
A,5.906111713
A,5.897085533
A,5.926153538
A,5.891696541
A,5.906812469
A,5.950503541
A,5.881575591
A,5.84526894
A,5.862526034
A,5.918558032
A,5.858667895
A,5.863167864
A,5.975284634
A,5.849828272
A,5.931961362
A,5.905344658
A,5.878257624
A,6.012509197
A,5.936592465
A,5.905256643
A,5.902236736
A,5.976070912
A,5.940037905
A,5.89859646
A,5.833215547
A,5.86568342
A,5.912556557
A,5.934945534
A,5.945277971
A,5.852893284
A,5.926031995
A,5.834843427
A,5.864757385
A,5.938596152
A,5.863771004
A,5.965377059
A,5.903866956
A,5.84166123
A,5.860691577
A,5.89364667
A,5.85217344
A,5.943484558
A,5.919080628
A,5.918500678
A,5.981685245
A,5.928033812
A,5.918066475
A,5.871624227
A,5.922234464
A,5.888218645
A,5.921519309
A,5.904315527
A,5.903676686
A,5.90661253
A,5.878804936
A,5.852358283
A,5.932301994
A,5.877475681
A,5.939310518
A,5.8820944
A,5.875566314
A,5.927901852
A,5.871304873
A,5.872907732
A,5.930712119
A,5.834205173
A,5.888725226
A,5.883887433
A,5.832369521
A,5.926176081
A,5.94328286
A,5.869373958
A,5.912813414
A,5.899896043
A,5.90106466
A,5.934359325
A,5.93331809
A,5.842713119
A,5.907827176
A,5.893424062
A,5.958844102
A,5.893009164
A,5.897990525
A,5.880429896
A,5.883227663
A,5.764873724
A,5.902032176
A,5.854519324
A,5.876184637
A,6.044323947
A,5.876712125
A,5.954212456
A,5.875296161
A,5.804740559
A,5.870083737
A,5.944636329
A,5.883773422
A,5.909046497
A,5.918644675
A,5.912324958
A,5.961140497
A,5.906712415
A,5.942149655
A,5.962644635
A,5.937122872
A,5.820031273
A,5.887084786
A,5.902497291
A,5.845781811
A,5.921111812
A,5.830825148
A,5.984356094
A,5.814335595
A,5.903117575
A,5.754627676
A,5.936249477
A,5.852061086
A,5.912618292
A,5.808303815
A,5.864199696
A,5.947513878
A,5.904020568
A,5.865438962
A,5.933752288
A,5.881931333
A,5.968532708
A,5.934595537
A,5.974575409
A,5.866760647
A,6.037388709
A,5.84240638
A,5.801812693
A,5.981725484
A,5.909700992
A,5.849761659
A,6.022385753
A,5.86654942
A,5.899125808
A,5.927893146
A,5.848751242
A,5.931443725
A,5.857152218
A,5.853394375
A,5.974423761
A,5.973201613
A,5.900929445
A,5.841972617
A,5.801153005
A,5.886329111
A,5.922459396
A,5.903467099
A,5.86341398
A,5.967724758
A,5.932147137
A,5.906138963
A,5.871965931
A,5.850844105
A,5.886555721
A,5.817958904
A,5.975902431
A,5.877265822
A,5.90422875
A,5.803501941
A,5.920177315
A,5.94211815
A,5.999199557
A,5.964684938
A,5.910529377
A,5.877449984
A,5.874877933
A,5.915196112
A,5.859979539
A,5.850004488
A,5.897652063
A,5.878860648
A,5.934570136
A,5.835463123
A,5.854170919
A,5.90131555
A,5.853136832
A,5.880156488
A,5.83601163
A,5.85878829
A,5.956267719
A,5.962013046
A,5.888709618
A,5.962749156
A,5.889933534
A,5.859897946
A,5.965584262
A,6.044478601
A,6.050169786
A,5.999906557
A,5.815788196
A,5.960746431
A,5.949442551
A,5.862990581
A,5.94318723
A,5.930810124
A,5.813766523
A,5.86348765
A,5.845970092
A,5.997394824
A,6.01727616
A,5.966743597
A,6.01539063
A,5.91081997
A,5.919251463
A,5.89965063
A,5.891204
A,5.945363738
A,5.807531502
A,5.81220086
A,5.880310702
A,5.859850799
A,5.797636985
A,5.978385497
A,6.026733754
A,5.96179824
A,5.89206162
A,5.928969244
A,5.908287441
A,5.886594547
A,5.823593311
A,5.880265889
A,5.916565527
A,5.867563816
A,5.924545644
A,5.932546906
A,5.874862305
A,5.884368525
A,5.817680118
A,5.92047855
A,5.87204842
A,5.873858764
A,5.982725662
A,5.858567156
A,5.977545174
A,5.959619744
A,5.913922098
A,5.934353309
A,5.900936118
A,5.898528423
A,6.005514606
A,5.912602052
A,5.913962336
A,5.875978831
A,5.907372232
A,5.862514892
A,5.874791469
A,5.912137872
A,5.894883869
A,5.885704309
A,5.855360335
A,5.91816394
A,5.901372788
A,5.884340264
A,5.922759035
A,5.902422997
A,5.894786893
A,5.957297737
A,5.955654218
A,5.936266244
A,5.888542685
A,5.876392027
A,5.972334043
A,5.980173792
A,5.985966486
A,5.811111382
A,5.935131722
A,5.852671011
A,5.94189434
A,5.954207418
A,5.859052985
A,5.929655349
A,5.90367197
A,5.907161755
A,5.873082124
A,5.888653316
A,5.881196197
A,5.892759413
A,5.861306195
A,5.87771744
A,5.864549199
A,5.871827306
A,5.819313239
A,5.93837279
A,5.981184299
A,5.897033848
A,5.888739086
